id,treat.hs,treat.para,rear.temp.avg,rear.temp.var,test.temp,test.time,chamber,date.hatch,date.died,date.coll,coll.loc,date.ovp,time.ovp,num.ovp,date.3,time.3,mass.3,date.in.test,time.in.test,mass.in.test,date.out.test,time.out.test,mass.out.test,date.4,mass.4,date.5,mass.5,inst.6,date.6,mass.6,inst.7,date.7,mass.7,date.wand,mass.wand,mongo,date.died.mongo,date5.2wks,mass5.2wks,date5.3wks,mass5.3wks,date.p6.wk1,mass.p6.wk1,date.p6.wk2,mass.p6.wk2,date.p6.wk3,mass.p6.wk3,date.cull,mass.cull,date.p7.wk1,mass.p7.wk1,date.em,mass.48em,num.em,num.coc,num.fail.spin,num.unem,load,date.ecl,num.ecl,live.fem,live.male,para.pup,para.ecl,in.florence,notes,diss.notes
258,shock,p,25,10,42,,marvin,8/15/18,,8/14/18,rm,8/21/18,14:28,1,8/21/18,14:14,37.97,8/21/18,16:15,40.98,8/22/18,16:10,65.95,8/28/18,157.43,9/1/18,695.91,1,9/6/18,3225.77,,,,9/18/18,7497.88,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,
259,shock,np,25,10,42,,marvin,8/15/18,,8/14/18,rm,,,,8/21/18,14:16,22.3,8/21/18,16:15,27.43,8/22/18,16:10,42.53,8/27/18,95.34,9/1/18,338.12,1,9/9/18,922.57,,,,9/18/18,3753.69,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,
260,control,p,25,10,35,,wigglesworth,8/15/18,8/24/18,8/14/18,rm,8/21/18,14:30,1,8/21/18,14:18,41.14,8/21/18,16:15,45.28,8/22/18,16:10,53.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
261,control,np,25,10,35,,wigglesworth,8/15/18,,8/14/18,rm,,,,8/21/18,14:19,25.57,8/21/18,16:15,32.42,8/22/18,16:10,90.23,8/24/18,94.29,8/30/18,340.05,1,9/4/18,1183.54,,,,9/11/18,7001.88,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
262,shock,p,25,10,43,,r2d2,8/15/18,8/22/18,8/14/18,rm,8/21/18,14:40,2,8/21/18,14:20,27.05,8/21/18,16:15,28.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,died during heat trial,
263,shock,np,25,10,43,,r2d2,8/15/18,,8/14/18,rm,,,,8/21/18,14:21,35.74,8/21/18,16:15,41.51,8/22/18,16:10,59.57,8/27/18,135.91,9/1/18,970.36,,,,,,,9/6/18,7263.86,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
264,shock,p,25,10,42,,marvin,8/15/18,8/25/18,8/14/18,rm,8/22/18,9:41,1,8/22/18,9:19,35.33,8/22/18,11:49,36.7,8/23/18,11:49,49.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
265,shock,np,25,10,42,,marvin,8/15/18,9/4/18,8/14/18,rm,,,,8/22/18,9:20,31.6,8/22/18,11:49,31.76,8/23/18,11:49,40.6,9/2/18,50.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
266,shock,p,25,10,43,,r2d2,8/15/18,,8/14/18,rm,8/22/18,9:43,1,8/22/18,9:23,34.93,8/22/18,11:49,40.42,8/23/18,11:49,56.89,8/31/18,87.97,9/10/18,214.91,1,9/20/18,458.01,,,,,,,,,,,,9/27/18,585.21,,,,,10/8/18,1082.19,,,,,0,,,,0,,,,,,,1,,
267,shock,np,25,10,43,,r2d2,8/16/18,,8/14/18,rm,,,,8/22/18,9:27,40.28,8/22/18,11:49,50.73,8/23/18,11:49,92.24,8/27/18,372.42,8/30/18,1236.94,,,,,,,9/4/18,5957.39,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
268,shock,p,25,10,40,,wallace,8/16/18,,8/14/18,rm,8/22/18,9:45,2,8/22/18,9:32,27.39,8/22/18,11:49,31.96,8/23/18,11:49,87.51,8/26/18,162.75,8/30/18,910.55,,,,,,,,,,,9/18/18,7465.75,9/20/2018,7675.26,,,,,,,,,,,,,0,,,,0,,,,,,,1,post 5th 3 week 9/20/18. mass=7675.26,
269,shock,np,25,10,40,,wallace,8/16/18,,8/14/18,rm,,,,8/22/18,9:33,35.35,8/22/18,11:49,38.42,8/23/18,11:49,139.06,8/25/18,178.2,9/2/18,1183.61,,,,,,,9/8/18,8479.22,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
270,control,p,25,10,35,,wigglesworth,8/16/18,,8/14/18,rm,8/22/18,9:46,1,8/22/18,9:34,36.56,8/22/18,11:49,39.57,8/23/18,11:49,176.22,8/25/18,295.57,8/30/18,1568.01,,,,,,,9/5/18,9423.89,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,,
271,control,np,25,10,35,,wigglesworth,8/16/18,8/27/18,8/14/18,rm,,,,8/22/18,9:35,35.41,8/22/18,11:49,40.06,8/23/18,11:49,154.86,8/24/18,140.69,8/29/18,1098.09,,,,,,,9/4/18,6768.11,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
272,shock,np,25,10,42,,marvin,8/16/18,,8/14/18,rm,,,,8/22/18,10:29,33.7,8/22/18,12:35,37.49,8/23/18,12:35,67.08,8/28/18,284.62,9/1/18,1352.98,,,,,,,9/6/18,7205.42,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
273,control,np,25,10,35,,wigglesworth,8/15/18,,8/14/18,rm,,,,8/22/18,14:21,35.32,8/22/18,16:05,42.56,8/23/18,16:05,155.67,8/25/18,176.39,8/31/18,713.92,,,,,,,9/6/18,6035.77,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
274,control,p,25,10,35,,wigglesworth,8/15/18,9/8/18,8/14/18,rm,8/22/18,14:28,1,8/22/18,14:42,28.09,8/22/18,16:05,28.57,8/23/18,16:05,41.88,8/29/18,88.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
275,shock,np,25,10,40,,wallace,8/15/18,8/31/18,8/14/18,rm,,,,8/22/18,14:43,25.09,8/22/18,16:05,28.43,8/23/18,16:05,50.03,8/29/18,54.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
276,shock,p,25,10,40,,wallace,8/16/18,,8/14/18,rm,8/22/18,14:30,2,8/22/18,14:43,31.98,8/22/18,16:05,36.07,8/23/18,16:05,78.29,8/27/18,123.52,8/31/18,526.39,1,9/5/18,2140.78,,,,,,,,,,,,9/18/18,13152.03,9/25/18,12666.98,10/2/18,10103.39,10/2/18,10103.39,,,,,0,,,,0,,,,,,,1,some dorsal clearing on 9/30/18--left to see if actually wandering,
277,shock,np,25,10,42,,marvin,8/15/18,,8/14/18,rm,,,,8/22/18,14:35,29.35,8/22/18,16:05,32.29,8/23/18,16:05,67.47,8/27/18,148.64,9/1/18,838.32,,,,,,,9/7/18,6472.64,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
278,shock,p,25,10,42,,marvin,8/15/18,9/2/18,8/14/18,rm,8/22/18,14:39,1,8/22/18,14:36,28.72,8/22/18,16:05,28.48,8/23/18,16:05,33.81,8/31/18,44.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
279,shock,np,25,10,43,,r2d2,8/15/18,,8/14/18,rm,,,,8/22/18,14:36,28.27,8/22/18,16:05,30.43,8/23/18,16:05,54.85,8/28/18,192.58,9/2/18,868,,,,,,,9/8/18,6846.1,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
280,shock,p,25,10,43,,r2d2,8/15/18,9/3/18,8/14/18,rm,8/22/18,14:41,1,8/22/18,14:36,29.41,8/22/18,16:05,29.25,8/23/18,16:05,31.05,9/2/18,40.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,did not shed over prolegs at molt to 4th--could not remove,
281,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/23/18,9:17,1,8/23/18,8:46,24.31,8/23/18,11:55,27.1,8/24/18,11:56,41.25,8/29/18,117.59,9/3/18,469.25,1,9/8/18,1482.03,,,,,,,,,,,,9/18/18,9063.42,9/23/18,10517.3,,,9/30/18,9023.3,,,,,0,,,,0,,,,,,,1,,
282,control,p,25,10,35,,wigglesworth,8/17/18,,8/14/18,rm,8/23/18,9:21,1,8/23/18,8:47,27.37,8/23/18,11:55,29.81,8/24/18,11:56,100.14,8/26/18,88.59,8/31/18,397.88,,,,,,,,,,,9/7/18,1545.97,,,,,,,,,,,,,,,0,,,,0,,,,,,,,weighed on 9/7/18 as 2 wks posst 5th but has a head cap and will have a 6th molt.,
283,control,np,25,10,35,,wigglesworth,8/17/18,9/18/18,8/14/18,rm,,,,8/23/18,8:50,19.25,8/23/18,11:55,20.23,8/24/18,11:56,36.79,8/29/18,46.23,9/4/18,137.14,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,
284,shock,p,25,10,43,,r2d2,8/17/18,,8/14/18,rm,8/23/18,9:24,2,8/23/18,8:52,22.63,8/23/18,11:55,25.93,8/24/18,11:56,28.27,8/30/18,117.08,9/6/18,276.04,1,9/18/18,525.91,1,10/1/18,1141.28,,,,,,,,,,,9/25/18,980.19,,,10/8/18,992.57,,,,,0,,,,0,,,,,,,1,,
285,shock,np,25,10,43,,r2d2,8/17/18,,8/14/18,rm,,,,8/23/18,8:54,27.32,8/23/18,11:55,32.49,8/24/18,11:56,66.07,8/28/18,193.73,9/1/18,1225.52,,,,,,,9/6/18,7740.46,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
286,shock,p,25,10,42,,marvin,8/17/18,9/9/18,8/14/18,rm,8/23/18,9:15,1,8/23/18,8:58,30.87,8/23/18,11:55,35.81,8/24/18,11:56,67.62,8/28/18,143.43,9/1/18,334.33,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
287,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/23/18,9:01,47.33,8/23/18,11:55,55.86,8/24/18,11:56,109.43,8/28/18,149.39,9/2/18,1077.25,,,,,,,9/7/18,5645.13,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
288,control,p,25,10,35,,wigglesworth,8/16/18,8/25/18,8/14/18,rm,8/23/18,9:19,2,8/23/18,9:04,44.92,8/23/18,11:55,43.12,8/24/18,11:56,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,horn damaged at ovp,
289,shock,p,25,10,43,,r2d2,8/16/18,9/30/18,8/14/18,rm,8/23/18,9:22,1,8/23/18,9:05,34.04,8/23/18,11:55,39.57,8/24/18,11:56,71.16,8/29/18,130.25,9/3/18,397.38,1,9/10/18,1432.98,,,,,,,,,,,,9/18/18,7903.36,9/24/18,10034.61,,,,,,,,,,,,,0,,,,,,,1,,
290,shock,np,25,10,43,,r2d2,8/16/18,,8/14/18,rm,,,,8/23/18,9:06,38.56,8/23/18,11:55,40.22,8/24/18,11:56,90.04,8/28/18,258.64,9/2/18,1421.94,,,,,,,9/8/18,9209.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,shock,p,25,10,42,,marvin,8/16/18,,8/14/18,rm,8/23/18,9:13,1,8/23/18,9:08,36.82,8/23/18,11:55,41.88,8/24/18,11:56,60.23,8/29/18,224.69,9/2/18,889.47,,,,,,,9/30/18,8214.36,,,9/18/18,9491.23,9/23/18,9884.69,,,,,,,,,,,,,,,,,,,,,,,,1,,
292,shock,np,25,10,42,,marvin,8/16/18,,8/14/18,rm,,,,8/23/18,9:09,33.52,8/23/18,11:55,39.62,8/24/18,11:56,74.66,8/29/18,216.37,9/3/18,1004.16,,,,,,,9/9/18,7846.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,control,np,25,10,35,,wigglesworth,8/17/18,9/3/18,8/14/18,rm,,,,8/23/18,11:02,20.19,8/23/18,13:10,21.43,8/24/18,13:14,20.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,control,p,25,10,35,,wigglesworth,8/17/18,8/31/18,8/14/18,rm,8/23/18,11:27,1,8/23/18,11:02,31.98,8/23/18,13:10,34.42,8/24/18,13:14,61.44,8/28/18,229.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,shock,np,25,10,40,,wallace,8/15/18,,8/14/18,rm,,,,8/23/18,11:04,28.19,8/23/18,13:10,30.44,8/24/18,13:14,88.19,8/28/18,272.96,9/2/18,1279.72,,,,,,,9/10/18,5809.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,shock,p,25,10,40,,wallace,8/15/18,,8/14/18,rm,8/23/18,11:29,1,8/23/18,11:05,32.37,8/23/18,13:10,34.16,8/24/18,13:14,61.63,8/29/18,134.04,9/2/18,384.94,1,9/7/18,1638.66,,,,,,,,,,,,9/18/18,12568.87,9/25/18,13338.79,10/2/18,12346.94,10/2/18,12346.94,,,,,,,,,,,,,,,,1,,
297,shock,np,25,10,42,,marvin,8/16/18,,8/14/18,rm,,,,8/23/18,11:12,67.17,8/23/18,13:10,75.13,8/24/18,13:14,105.25,8/29/18,199.97,9/2/18,1102.47,,,,,,,9/8/18,6626.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,shock,p,25,10,42,,marvin,8/16/18,8/24/18,8/14/18,rm,8/23/18,11:31,1,8/23/18,11:14,71.37,8/23/18,13:10,75.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,died during heat trial,
299,shock,np,25,10,43,,r2d2,8/16/18,,8/14/18,rm,,,,8/23/18,11:16,31.93,8/23/18,13:10,37.49,8/24/18,13:14,79.68,8/28/18,266.27,9/2/18,1281.47,,,,,,,9/8/18,7499.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,shock,p,25,10,43,,r2d2,8/16/18,8/26/18,8/14/18,rm,8/23/18,11:32,2,8/23/18,11:17,37.34,8/23/18,13:10,34.28,8/24/18,13:14,37.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,shock,np,25,10,42,,marvin,8/16/18,9/7/18,8/14/18,rm,,,,8/23/18,11:19,22.34,8/23/18,13:10,22.64,8/24/18,13:14,53.43,8/28/18,138.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,shock,p,25,10,42,,marvin,8/17/18,9/26/18,8/14/18,rm,8/23/18,11:33,1,8/23/18,11:24,25.97,8/23/18,13:10,27.71,8/24/18,13:14,38.26,8/29/18,142.86,9/2/18,604.86,1,9/10/18,923.68,,,,,,,,,,,,9/18/18,1940.2,9/24/18,1975.17,,,,,,,,,,,,,,,,,,,,1,,
303,control,p,25,10,35,,wigglesworth,8/15/18,9/1/18,8/14/18,rm,8/23/18,16:31,3,8/23/18,15:48,32.48,8/23/18,18:15,31.69,8/24/18,17:23,42.66,8/31/18,51.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,control,np,25,10,35,,wigglesworth,8/16/18,8/31/18,8/14/18,rm,,,,8/23/18,15:51,22.82,8/23/18,18:15,22.45,8/24/18,17:23,66.52,8/27/18,115.19,8/30/18,205.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,shock,p,25,10,40,,wallace,8/16/18,,8/14/18,rm,8/23/18,16:29,1,8/23/18,15:52,34.22,8/23/18,18:15,35.09,8/24/18,17:23,78.53,8/29/18,124.35,9/2/18,501.24,1,9/7/18,1704.35,,,,9/18/18,5739.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
306,shock,np,25,10,40,,wallace,8/16/18,,8/14/18,rm,,,,8/23/18,15:54,28.97,8/23/18,18:15,33.1,8/24/18,17:23,80.73,8/27/18,174.01,8/31/18,860.07,,,,,,,9/5/18,6846.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,shock,p,25,10,42,,marvin,8/16/18,9/5/18,8/14/18,rm,8/23/18,16:28,1,8/23/18,15:55,28.32,8/23/18,18:15,31.56,8/24/18,17:23,45.55,9/2/18,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/23/18,15:58,36.81,8/23/18,18:15,40.4,8/24/18,17:23,116.04,8/28/18,264.64,9/2/18,580.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,shock,p,25,10,43,,r2d2,8/17/18,9/18/18,8/14/18,rm,8/23/18,16:33,1,8/23/18,16:00,25.8,8/23/18,18:15,28.7,8/24/18,17:23,61.91,8/29/18,118.69,9/3/18,483.68,,,,,,,9/9/18,5512.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
310,shock,np,25,10,43,,r2d2,8/17/18,,8/14/18,rm,,,,8/23/18,16:01,25.84,8/23/18,18:15,28.42,8/24/18,17:23,66.45,8/29/18,139.69,9/4/18,971.1,,,,,,,9/10/18,8146.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,control,p,25,10,35,,wigglesworth,8/17/18,,8/14/18,rm,8/23/18,16:23,1,8/23/18,16:02,31.13,8/23/18,18:15,34.65,8/24/18,17:23,99.44,8/28/18,127.73,9/3/18,402.18,,,,,,,,,,,,,,,,,,,,,,,,,9/11/18,381.87,,2,0,,,,0,,,,,,wasp cocoons culled on 10/9/18,
312,control,np,25,10,35,,wigglesworth,8/17/18,,8/14/18,rm,,,,8/23/18,16:03,35.47,8/23/18,18:15,40.07,8/24/18,17:23,172.35,8/25/18,173.16,8/30/18,1479.86,,,,,,,9/3/18,7431.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/23/18,16:25,1,8/23/18,16:04,27.11,8/23/18,18:15,29.88,8/24/18,17:23,49.69,8/29/18,162.51,9/1/18,471.48,1,9/6/18,2169.67,,,,,,,,,,,,9/18/18,7324.27,9/25/18,8078.55,,,,,,,,,,,,,,,,,,,,1,,
314,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/23/18,16:05,14.53,8/23/18,18:15,15.2,8/24/18,17:23,39.15,8/28/18,74.21,9/1/18,247.54,1,9/6/18,926.87,,,,9/18/18,4394.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
315,shock,p,25,10,43,,r2d2,8/17/18,,8/14/18,rm,8/23/18,16:27,2,8/23/18,16:09,23.47,8/23/18,18:15,25.65,8/24/18,17:23,39.12,8/30/18,87.86,9/3/18,435.25,1,9/10/18,1318.73,,,,,,,,,,,,9/18/18,4261.37,9/24/18,8847.03,10/1/18,9751.11,,,,,,,,,,,,,,,,,,1,,
316,shock,np,25,10,43,,r2d2,8/17/18,,8/14/18,rm,,,,8/23/18,16:11,19.34,8/23/18,18:15,19.87,8/24/18,17:23,49.08,8/30/18,98.78,9/4/18,320.11,1,9/11/18,770.77,,,,9/27/18,3930.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
317,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/23/18,16:24,1,8/23/18,16:12,29.72,8/23/18,18:15,34.75,8/24/18,17:23,82.85,8/28/18,208.27,9/2/18,1329.64,,,,,,,9/8/18,7359.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,female,
318,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/23/18,,,8/23/18,16:40,46.54,8/23/18,18:15,48.08,8/24/18,17:23,67.04,8/31/18,98.21,9/5/18,369.65,,9/12/18,1399.97,,,,,,,,,,,,9/19/18,3032.98,9/26/18,5949.09,10/3/18,7183.53,10/3/18,7183.53,,,,,,,,,,,,,,,,,,
319,control,np,25,10,35,,wigglesworth,8/17/18,8/31/18,8/14/18,rm,,,,8/23/18,16:41,28.6,8/23/18,18:15,30.69,8/24/18,17:23,80.53,8/27/18,92.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,control,np,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,,,,8/24/18,8:53,38.78,8/24/18,12:15,40.92,8/25/18,12:15,165.65,8/27/18,167.65,9/2/18,901.29,,,,,,,9/9/18,5834.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,control,p,25,10,35,,wigglesworth,8/18/18,9/7/18,8/14/18,rm,8/24/18,9:25,1,8/24/18,8:54,26.24,8/24/18,12:15,30.35,8/25/18,12:15,90.58,8/27/18,106.43,9/2/18,318.89,,,,,,,,,,,,,,,,,,,,,,,,,9/9/18,858.5,,47,2,,,9/18/18,,,,,,1,wasp in florence not caterpillar.,
322,shock,np,25,10,42,,marvin,8/18/18,,8/14/18,rm,,,,8/24/18,8:55,44.67,8/24/18,12:15,50.43,8/25/18,12:15,97.56,8/29/18,264.9,9/2/18,1266.91,,,,,,,9/7/18,8408.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,shock,p,25,10,42,,marvin,8/18/18,9/9/18,8/14/18,rm,8/24/18,9:31,2,8/24/18,8:56,44.28,8/24/18,12:15,49.69,8/25/18,12:15,64.81,9/2/18,112.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,shock,np,25,10,43,,r2d2,8/18/18,,8/14/18,rm,,,,8/24/18,8:58,35.45,8/24/18,12:15,39.65,8/25/18,12:15,55.77,8/30/18,82.7,9/5/18,226.52,,9/18/18,601.11,,,,10/8/18,2961.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
325,shock,p,25,10,43,,r2d2,8/18/18,,8/14/18,rm,8/24/18,9:37,2,8/24/18,8:59,38.04,8/24/18,12:15,44.47,8/25/18,12:15,58.08,8/30/18,212.47,9/3/18,777.86,,9/12/18,2211.62,,,,,,,,,,,,9/19/18,4559.98,9/26/18,7138.32,10/3/18,7224.03,10/3/18,7224.03,,,,,,,,,,,,,,,,1,,
326,control,np,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,,,,8/24/18,9:00,43.38,8/24/18,12:15,49.58,8/25/18,12:15,155.47,8/26/18,176.95,8/31/18,1194.82,,,,,,,9/5/18,6329.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,control,np,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,,,,8/24/18,9:01,31.31,8/24/18,12:15,39.4,8/25/18,12:15,110.01,8/28/18,151.51,9/2/18,797.8,,,,,,,9/8/18,5761.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,shock,np,25,10,43,,r2d2,8/18/18,,8/14/18,rm,,,,8/24/18,9:04,44.26,8/24/18,12:15,49.19,8/25/18,12:15,88.34,8/29/18,178.84,9/2/18,1037.58,,,,,,,9/7/18,6456.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,control,np,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,,,,8/24/18,9:05,48.94,8/24/18,12:15,58.84,8/25/18,12:15,210.79,8/26/18,197.69,8/31/18,1431.97,,,,,,,9/6/18,7703.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,control,p,25,10,35,,wigglesworth,8/18/18,,8/14/18,rm,8/24/18,9:23,1,8/24/18,9:06,40.43,8/24/18,12:15,47.11,8/25/18,12:15,148.28,8/27/18,174.65,9/1/18,863.44,,,,,,,,,,,,,,,,,,,,,,,,,9/8/18,3248.32,,121,21,,,9/18/18,,,,,,1,"wasp in florence, not caterpillar",
331,shock,np,25,10,40,,wallace,8/18/18,,8/14/18,rm,,,,8/24/18,9:07,35.37,8/24/18,12:15,39.57,8/25/18,12:15,59.18,8/29/18,121.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,shock,np,25,10,42,,marvin,8/18/18,9/25/18,8/14/18,rm,,,,8/24/18,9:08,34.96,8/24/18,12:15,41.64,8/25/18,12:15,77.58,8/29/18,136.95,9/2/18,374.17,1,9/11/18,704.02,1,9/21/18,2610.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
333,shock,p,25,10,42,,marvin,8/18/18,,8/14/18,rm,8/24/18,9:30,1,8/24/18,9:12,37.12,8/24/18,12:15,40.79,8/25/18,12:15,49.62,8/31/18,123.42,9/5/18,343.95,,9/12/18,2091.18,,,,10/2/18,9116.42,,,,,,,9/20/18,9484.33,9/26/18,11052.09,,,,,,,,,,,,,,,,,,1,,1,pupated badly,
334,shock,np,25,10,43,,r2d2,8/16/18,,8/14/18,rm,,,,8/24/18,9:12,35.2,8/24/18,12:15,40.14,8/25/18,12:15,73.68,8/29/18,188.95,9/2/18,1161.71,,,,,,,9/7/18,7034.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,shock,p,25,10,43,,r2d2,8/17/18,,8/14/18,rm,8/24/18,9:33,1,8/24/18,9:14,36.14,8/24/18,12:15,44.77,8/25/18,12:15,68.4,8/30/18,263.55,9/4/18,1059.27,,,,,,,9/19/18,6668.17,,,9/18/18,7498.28,,,,,,,,,,,,,,,,,,,,,,,,1,,1,"may have begun wandering on 9/18/18, but had not disturbed food, so left for another 24 hours",
336,control,np,25,10,35,,wigglesworth,8/18/18,9/5/18,8/14/18,rm,,,,8/24/18,9:13,44.44,8/24/18,12:15,49.66,8/25/18,12:15,177.13,8/27/18,169.27,9/4/18,309.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,removed cuticle at molt to 5th-injured and bled,
337,shock,p,25,10,35,,wigglesworth,8/18/18,9/4/18,8/14/18,rm,8/24/18,9:22,1,8/24/18,9:14,29.95,8/24/18,12:15,35.05,8/25/18,12:15,68.29,8/29/18,151.04,9/2/18,293.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bled during molt to 5th, did not molt over thoracic legs--could not remove",
338,shock,np,25,10,42,,marvin,8/17/18,,8/14/18,rm,,,,8/24/18,9:17,29.73,8/24/18,12:15,33.16,8/25/18,12:15,57.33,8/30/18,92.95,9/4/18,533.13,1,9/8/18,2026.23,,,,9/18/18,2992.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,died as wanderer,
339,shock,p,25,10,42,,marvin,8/17/18,,8/14/18,rm,8/24/18,9:26,1,8/24/18,9:18,26.55,8/24/18,12:15,27.03,8/25/18,12:15,30.36,8/31/18,78.53,9/6/18,180.61,,9/12/18,516.48,1,9/23/18,1780.39,,,,,,,,,9/19/18,1670.74,9/26/18,3709.34,10/3/18,7005.18,10/3/18,7005.18,,,,,,,,,,,,,,,,1,close to molting to 7th at p6 wk1,
340,shock,np,25,10,40,,wallace,8/18/18,,8/14/18,rm,,,,8/24/18,9:16,29.88,8/24/18,12:15,32.98,8/25/18,12:15,99.01,8/28/18,195.45,9/1/18,847.24,,,,,,,9/6/18,6439.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,shock,p,25,10,40,,wallace,8/18/18,,8/14/18,rm,8/24/18,9:39,3,8/24/18,9:17,35.55,8/24/18,12:15,39.89,8/25/18,12:15,96.2,8/29/18,206.48,9/2/18,644.36,1,9/8/18,2141.27,,,,,,,,,,,,9/18/18,11477.53,9/25/18,13060.77,10/2/18,11995.66,10/2/18,11995.66,,,,,,,,,,,,,,,,1,,
